APPLICATION_ID,APPL_ID_LINK,IC_NAME,Topic_30,Topic_30_Name,Topic_20,Topic_20_Name,Topic_15,Topic_15_Name,Topic_10,Topic_10_Name,Topic_5,Topic_5_Name
10650282,https:/reporter.nih.gov/search/Av2CRLxDlUaRy2wdXw0nSg/project-details/10650282#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,19,Prostate Cancer & Biomarkers,17,Prostate Cancer Detection,8,Genomic Studies,7,Research Management,1,Neurological Aging
10843910,https:/reporter.nih.gov/search/jmA6Ny3Cx0us0l-LwVRSPA/project-details/10843910#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,4,Neurodegenerative Diseases,2,Alzheimer's Biomarkers,6,Neurodegenerative Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10745700,https:/reporter.nih.gov/search/NVWXJXPRUEWgWPzizsarNA/project-details/10745700#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,4,Neurodegenerative Diseases,2,Alzheimer's Biomarkers,6,Neurodegenerative Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
11143528,https:/reporter.nih.gov/search/PAHT05TMjUuUdUsDudd4PQ/project-details/11143528#similar-Projects,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,12,Auditory Processing & Hearing Loss,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10802534,https:/reporter.nih.gov/search/whJxUyFCYUej-RW-bMfZbg/project-details/10802534#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2,Neuroscience & Sleep Regulation,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10919843,https:/reporter.nih.gov/search/0Mb1LOj_gEKMNXi_5DAZwg/project-details/10919843#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,13,Liver Health & Disease,12,Liver Disease Mechanisms,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10922739,https:/reporter.nih.gov/search/RmI2_OiUEkS1VEbvNX7ahw/project-details/10922739#similar-Projects,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
10778263,https:/reporter.nih.gov/search/tg0WhqxPlUOXohh8xM9xmw/project-details/10778263#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",9,Heart Health & Cardiology,8,Cardiovascular Health,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10893598,https:/reporter.nih.gov/search/SJZKPotDa0OXxL7jqP1AXA/project-details/10893598#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,17,Autoimmunity & Inflammation,3,Inflammation and Immunity,4,Respiratory Health,0,Vascular Disease,3,Immune Response
10760228,https:/reporter.nih.gov/search/GeHkNTXajUSeJL1ZSLeVMg/project-details/10760228#similar-Projects,NATIONAL EYE INSTITUTE,12,Auditory Processing & Hearing Loss,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10879360,https:/reporter.nih.gov/search/VOxMezvjT0yxtKD3BS1gpA/project-details/10879360#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,4,Neurodegenerative Diseases,2,Alzheimer's Biomarkers,6,Neurodegenerative Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10876492,https:/reporter.nih.gov/search/FScNB6gt7USVj0NlSZT0vg/project-details/10876492#similar-Projects,NATIONAL CANCER INSTITUTE,15,Substance Use & Addiction,6,HIV Prevention Strategies,5,HIV Interventions,8,Substance Use,2,Health Interventions
10793607,https:/reporter.nih.gov/search/4a9JcilbykObHwvzR4f1mA/project-details/10793607#similar-Projects,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10793571,https:/reporter.nih.gov/search/_4Sg7TGLzEyBPwexaJtb6g/project-details/10793571#similar-Projects,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10794949,https:/reporter.nih.gov/search/n_LPOP1e4E-LZMRPFiCzLA/project-details/10794949#similar-Projects,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,6,Lung Fibrosis & Inflammation,3,Inflammation and Immunity,4,Respiratory Health,1,Immune Response,3,Immune Response
10747338,https:/reporter.nih.gov/search/xxwFzZTK4ki7NVW0RbFd3Q/project-details/10747338#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,12,Core Services,3,Mental Health,2,Health Interventions
10837103,https:/reporter.nih.gov/search/qZDTg4EKL0eETEvQBC_6AA/project-details/10837103#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,6,Lung Fibrosis & Inflammation,3,Inflammation and Immunity,4,Respiratory Health,0,Vascular Disease,3,Immune Response
10908405,https:/reporter.nih.gov/search/v9StM09ua0ikqzAub2lVpA/project-details/10908405#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,14,Antibiotic Resistance & Microbiome,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10828916,https:/reporter.nih.gov/search/0M13aeYYVkKpYxRH79iTBg/project-details/10828916#similar-Projects,NATIONAL EYE INSTITUTE,12,Auditory Processing & Hearing Loss,0,Neuronal Brain Function,13,Eye Diseases,5,Neuronal Signaling,1,Neurological Aging
10848216,https:/reporter.nih.gov/search/zJvylL6zQESq9zB1XJcDMQ/project-details/10848216#similar-Projects,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,22,Bone Health & Osteoporosis,15,Stem Cell Regeneration,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10774053,https:/reporter.nih.gov/search/JP-zp2ML3UGhOxrMHUP2Gg/project-details/10774053#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,6,Lung Fibrosis & Inflammation,3,Inflammation and Immunity,4,Respiratory Health,1,Immune Response,3,Immune Response
10774258,https:/reporter.nih.gov/search/VIq3MMfSnEebsumOljiavQ/project-details/10774258#similar-Projects,NATIONAL INSTITUTE ON AGING,4,Neurodegenerative Diseases,1,Physical Activity Interventions,3,Cognitive Health,6,Alzheimer's Disease and Dementia,2,Health Interventions
10909000,https:/reporter.nih.gov/search/14i0f_chVUW2sg2NWMo9bw/project-details/10909000#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10871958,https:/reporter.nih.gov/search/VkCSFqRCdU-n0rYWJk91pw/project-details/10871958#similar-Projects,NATIONAL INSTITUTE OF MENTAL HEALTH,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
10792880,https:/reporter.nih.gov/search/myCQViG9ckS59BUYePMm7w/project-details/10792880#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,20,Maternal Health & Air Pollution,14,Health Data Analysis,3,Cognitive Health,3,Mental Health,2,Health Interventions
10872219,https:/reporter.nih.gov/search/MQKUJDyfC0eSA15vrInNbA/project-details/10872219#similar-Projects,NATIONAL INSTITUTE OF NURSING RESEARCH,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
10890149,https:/reporter.nih.gov/search/JvLZW5ulD0aBGQsGqzdOfg/project-details/10890149#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2,Neuroscience & Sleep Regulation,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10834165,https:/reporter.nih.gov/search/3GafcgMCJUqBq1dsvjEeKw/project-details/10834165#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10745268,https:/reporter.nih.gov/search/Gy9z6HYo0EyxJD1oqOK_Mw/project-details/10745268#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10885917,https:/reporter.nih.gov/search/9hK77pMZckOjb03Gu7gRvA/project-details/10885917#similar-Projects,NATIONAL INSTITUTE ON AGING,2,Neuroscience & Sleep Regulation,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
11126106,https:/reporter.nih.gov/search/hGjJpfrwuEmn1Joa9g8vOQ/project-details/11126106#similar-Projects,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
10749937,https:/reporter.nih.gov/search/PF9dterZoEK049Kunx6h-g/project-details/10749937#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,13,Liver Health & Disease,12,Liver Disease Mechanisms,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10853081,https:/reporter.nih.gov/search/IcuICiqDZUeH5lpyt7zkGw/project-details/10853081#similar-Projects,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10916829,https:/reporter.nih.gov/search/pkOQ639NwEWCKP9ZrT4YGw/project-details/10916829#similar-Projects,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,10,HIV Prevention & Mental Health,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,2,Health Interventions
10882451,https:/reporter.nih.gov/search/8QHC68GhZUGsLm2Ne6FHAw/project-details/10882451#similar-Projects,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,15,Substance Use & Addiction,0,Neuronal Brain Function,1,Neuroscience,8,Substance Use,2,Health Interventions
10802367,https:/reporter.nih.gov/search/7bHXTixugkC9GCQoOW4yGw/project-details/10802367#similar-Projects,NATIONAL CANCER INSTITUTE,9,Heart Health & Cardiology,8,Cardiovascular Health,7,Stem Cell Biology,0,Vascular Disease,0,Cell Genomics
10892105,https:/reporter.nih.gov/search/Ose0uJTPnUmCVMOvny5Lzw/project-details/10892105#similar-Projects,NATIONAL CANCER INSTITUTE,16,Data Management & Bioinformatics,14,Health Data Analysis,12,Core Services,7,Research Management,2,Health Interventions
10831843,https:/reporter.nih.gov/search/2ILvxE5nf0GrHjAF-QB19Q/project-details/10831843#similar-Projects,NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES,1,Public Health & Caregiving,1,Physical Activity Interventions,3,Cognitive Health,3,Mental Health,2,Health Interventions
10913440,https:/reporter.nih.gov/search/gKPO2glfhEi2GbCJ399RoQ/project-details/10913440#similar-Projects,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10839391,https:/reporter.nih.gov/search/ufsMfYq-ZUeSpXINO-cKTg/project-details/10839391#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,18,Extracellular Matrix & Regeneration,15,Stem Cell Regeneration,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10949455,https:/reporter.nih.gov/search/AV_5GPH4kkOUSLLXC5RVIw/project-details/10949455#similar-Projects,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,11,Genomics & Gene Expression,11,Genomics and Phenotypes,8,Genomic Studies,2,Gene Expression,0,Cell Genomics
10893471,https:/reporter.nih.gov/search/QUUEaNEhhEKAY3_WaceZZg/project-details/10893471#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10770999,https:/reporter.nih.gov/search/84ScScibdEqv0AoneRelsA/project-details/10770999#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10926851,https:/reporter.nih.gov/search/d7be0yhcUkO1YGj5ka0i7g/project-details/10926851#similar-Projects,NATIONAL CANCER INSTITUTE,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10876433,https:/reporter.nih.gov/search/IlN0P1H8WU-beIx-Ivc-nw/project-details/10876433#similar-Projects,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,14,Antibiotic Resistance & Microbiome,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10919756,https:/reporter.nih.gov/search/qtw0mofVOUqP4nzX6ny7gA/project-details/10919756#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10910035,https:/reporter.nih.gov/search/ikPSEMx92keZm47yHuTtSQ/project-details/10910035#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10811168,https:/reporter.nih.gov/search/k5DkOBd7ikuoz0P8gzOD7Q/project-details/10811168#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,29,Malaria Parasite & Immunity,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10841290,https:/reporter.nih.gov/search/4zeCg35ALEuatKccYISiYw/project-details/10841290#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10840463,https:/reporter.nih.gov/search/6OwBE54HdEqz49iigGVrAQ/project-details/10840463#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10846709,https:/reporter.nih.gov/search/AUjS2XxHvEmjJ9NJnumCAg/project-details/10846709#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,18,Extracellular Matrix & Regeneration,5,Protein Signaling Pathways,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10841750,https:/reporter.nih.gov/search/LlN7IBPC-U-2OIz1uvpLAg/project-details/10841750#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,3,HIV Immunology & Vaccines,9,Viral Infections Immunity,11,Viral Infections,1,Immune Response,3,Immune Response
10851711,https:/reporter.nih.gov/search/ET6_yYpv9k6xtElM5Gzkmw/project-details/10851711#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,14,Molecular Biology,2,Gene Expression,0,Cell Genomics
10755285,https:/reporter.nih.gov/search/7oyXOaaRukuNbYL-sW0yVw/project-details/10755285#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10894769,https:/reporter.nih.gov/search/Wiu6xNMd2EOrRELMX80c5Q/project-details/10894769#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10891529,https:/reporter.nih.gov/search/jwVFe1K0j0SpD09ox_-Dqw/project-details/10891529#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,18,Extracellular Matrix & Regeneration,8,Cardiovascular Health,7,Stem Cell Biology,0,Vascular Disease,0,Cell Genomics
10918228,https:/reporter.nih.gov/search/QPSjH0op1E-DZLOu9JiXZg/project-details/10918228#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10849617,https:/reporter.nih.gov/search/KK-Kc_C3-U2ZI8YuVOHoQQ/project-details/10849617#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10852011,https:/reporter.nih.gov/search/0MQfwSmD0USFhWCsqskMbQ/project-details/10852011#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10898816,https:/reporter.nih.gov/search/uuaUWf6wR0G27f2dZF3RPw/project-details/10898816#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10885168,https:/reporter.nih.gov/search/MPpCaI8xc0iO-nZhxdrE_w/project-details/10885168#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10833541,https:/reporter.nih.gov/search/FrX0GzpTHE6Y6scnIFajlQ/project-details/10833541#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10903826,https:/reporter.nih.gov/search/UN_59Ndd1ECDZBCKhNFESg/project-details/10903826#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10892286,https:/reporter.nih.gov/search/BUhRrZpMt0KrYMxMpx7--g/project-details/10892286#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,11,Genomics & Gene Expression,11,Genomics and Phenotypes,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10753527,https:/reporter.nih.gov/search/OtI3Scv1V0u1dxG06DYj3g/project-details/10753527#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10860958,https:/reporter.nih.gov/search/RnD0btu1yk2mVh12WA66ow/project-details/10860958#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10763001,https:/reporter.nih.gov/search/fBA_2WvJxUG56JcI2pE9DA/project-details/10763001#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10922667,https:/reporter.nih.gov/search/1x6Hxl4xB06kCD-VqVMU7w/project-details/10922667#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10868084,https:/reporter.nih.gov/search/KW6urPjAmESTR-dmx_vypw/project-details/10868084#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,14,Molecular Biology,2,Gene Expression,0,Cell Genomics
10802907,https:/reporter.nih.gov/search/TETaIHZkZkuowU8LFvoOjA/project-details/10802907#similar-Projects,NATIONAL CANCER INSTITUTE,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,14,Molecular Biology,2,Gene Expression,0,Cell Genomics
10886021,https:/reporter.nih.gov/search/-dMo4x4qO0GGcCmeqRBpSw/project-details/10886021#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10908580,https:/reporter.nih.gov/search/Mqh_10xqZUyD3Y-u8GPnZw/project-details/10908580#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10889215,https:/reporter.nih.gov/search/8zGpBhcN506pIfM3HChuKg/project-details/10889215#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,20,Maternal Health & Air Pollution,13,Research Core Services,12,Core Services,3,Mental Health,2,Health Interventions
10770494,https:/reporter.nih.gov/search/nqvmBlCtPU-xlYAGijW3WQ/project-details/10770494#similar-Projects,NATIONAL EYE INSTITUTE,12,Auditory Processing & Hearing Loss,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10929473,https:/reporter.nih.gov/search/Dhr-AG3jsk6C70NDMktRWg/project-details/10929473#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",1,Public Health & Caregiving,1,Physical Activity Interventions,3,Cognitive Health,3,Mental Health,2,Health Interventions
10802756,https:/reporter.nih.gov/search/TK9jZnP5okeLHykHFsOCmQ/project-details/10802756#similar-Projects,NATIONAL CENTER FOR COMPLEMENTARY & INTEGRATIVE HEALTH,1,Public Health & Caregiving,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
10874742,https:/reporter.nih.gov/search/8Mu48euEak67pUyftnZXxw/project-details/10874742#similar-Projects,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,12,Auditory Processing & Hearing Loss,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10866086,https:/reporter.nih.gov/search/HygnqgPZVk-TrcDYjSqY-Q/project-details/10866086#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,6,Lung Fibrosis & Inflammation,3,Inflammation and Immunity,4,Respiratory Health,1,Immune Response,3,Immune Response
10988379,https:/reporter.nih.gov/search/IBacCsEfBUKjaiaFUVhfQw/project-details/10988379#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,29,Malaria Parasite & Immunity,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10802325,https:/reporter.nih.gov/search/7SKnD3piwUiGxDofVi2EPg/project-details/10802325#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,14,Antibiotic Resistance & Microbiome,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10933392,https:/reporter.nih.gov/search/NAJNqPuNukCFGrQXKPLJGQ/project-details/10933392#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,11,Genomics & Gene Expression,11,Genomics and Phenotypes,8,Genomic Studies,2,Gene Expression,0,Cell Genomics
10894600,https:/reporter.nih.gov/search/RPBIQ8IY5EW4Gf-GPkxVzw/project-details/10894600#similar-Projects,NATIONAL CANCER INSTITUTE,19,Prostate Cancer & Biomarkers,17,Prostate Cancer Detection,8,Genomic Studies,7,Research Management,4,Cancer Biology
10905004,https:/reporter.nih.gov/search/x0hTR0tw5kaxHvqXNjqKFg/project-details/10905004#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,1,Public Health & Caregiving,1,Physical Activity Interventions,12,Core Services,3,Mental Health,2,Health Interventions
10906149,https:/reporter.nih.gov/search/uA9aLEs4n0-_tZotfDr9yA/project-details/10906149#similar-Projects,NATIONAL INSTITUTE OF MENTAL HEALTH,3,HIV Immunology & Vaccines,9,Viral Infections Immunity,11,Viral Infections,1,Immune Response,3,Immune Response
10800731,https:/reporter.nih.gov/search/D1CkyH0KfkuUZ6L0HBS0Qg/project-details/10800731#similar-Projects,NATIONAL CANCER INSTITUTE,19,Prostate Cancer & Biomarkers,17,Prostate Cancer Detection,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10805088,https:/reporter.nih.gov/search/VUgcdA7-xkScrCKWzoqkIA/project-details/10805088#similar-Projects,NATIONAL INSTITUTE OF MENTAL HEALTH,4,Neurodegenerative Diseases,2,Alzheimer's Biomarkers,6,Neurodegenerative Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10952418,https:/reporter.nih.gov/search/UqEROqWrfkqeDxZR7QmUoQ/project-details/10952418#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,11,Genomics & Gene Expression,5,Protein Signaling Pathways,14,Molecular Biology,2,Gene Expression,0,Cell Genomics
10899700,https:/reporter.nih.gov/search/Y49dGm3J-EuniqmBUSv8Vg/project-details/10899700#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,3,HIV Immunology & Vaccines,9,Viral Infections Immunity,11,Viral Infections,1,Immune Response,3,Immune Response
11009395,https:/reporter.nih.gov/search/KxtKNg_Z20mZKBOLMrPIZQ/project-details/11009395#similar-Projects,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,12,Auditory Processing & Hearing Loss,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10873968,https:/reporter.nih.gov/search/OC0DMH93jUq7wsQKvJIilw/project-details/10873968#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,14,Molecular Biology,2,Gene Expression,0,Cell Genomics
10895383,https:/reporter.nih.gov/search/zVD5TKG_vk-puzj0fYOY6Q/project-details/10895383#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
10836484,https:/reporter.nih.gov/search/v_hFis3lSUi5wP9vwkdz2Q/project-details/10836484#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10916266,https:/reporter.nih.gov/search/3hE1lkEpEUCmvbTUuBNTQw/project-details/10916266#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,14,Molecular Biology,2,Gene Expression,0,Cell Genomics
